response_id,survey_id,respondent_name,respondent_email,started_at,completed_at,status,rating,duration_seconds,channel,free_text
12950,4,Aditya Reddy,aditya.reddy673@example.com,28/07/2026 00:00:13,28/07/2026 00:29:45,partial,4,1772,,
3390,1,Nisha Chatterjee,nisha.chatterjee53@example.com,22/04/2026 03:20:57,22/04/2026 03:50:55,Partial,4,1798,kiosk,
33098,10,Divya Desai,divya.desai610@example.com,14/05/2026 08:52:50,14/05/2026 09:01:19,completed,1,509,kiosk,
6438,3,Kavya Khan,kavya.khan862@example.com,15/07/2026 13:57:30,,abandoned,3,1157,sms,
3894,1,Aditya Reddy,aditya.reddy390@example.com,27/04/2026 04:06:41,,abandoned,,1151,sms,
4084,1,Karan Joshi,karan.joshi190@example.com,14/02/2026 19:40:28,14/02/2026 20:06:05,Completed,,1537,whatsapp,
26196,5,Vikram Gupta,vikram.gupta91@example.com,04/05/2026 04:25:00,,started,N/A,1076,,
1177,1,Sneha Khan,sneha.khan957@example.com,18/05/2026 10:13:46,18/05/2026 10:29:57,Completed,3,971,email,
27736,5,Arjun Bose,arjun.bose586@example.com,09/07/2026 09:57:28,,started,3,1614,,
31185,7,Aditya Reddy,aditya.reddy455@example.com,01/01/2026 20:27:47,01/01/2026 20:53:00,COMPLETED,3,1513,kiosk,
21129,5,Nisha Desai,nisha.desai256@example.com,13/05/2026 06:59:54,13/05/2026 07:28:18,Partial,5,1704,kiosk,
21433,5,Arjun Fernandes,arjun.fernandes100@example.com,07/06/2026 23:42:24,08/06/2026 00:04:34,Completed,,1330,,
35478,11,Rahul Rao,rahul.rao298@example.com,18/02/2026 20:59:22,,abandoned,N/A,326,whatsapp,
31031,7,Ananya Patel,ananya.patel948@example.com,11/05/2026 09:23:58,11/05/2026 09:50:10,Completed,4,1572,email,
7655,3,Arjun Kulkarni,arjun.kulkarni377@example.com,04/02/2026 14:12:45,,started,N/A,1571,kiosk,
24218,5,Aditya Sharma,aditya.sharma415@example.com,21/05/2026 02:34:11,21/05/2026 03:02:53,COMPLETED,2,1722,email,
25821,5,Rohit Joshi,rohit.joshi417@example.com,10/03/2026 15:39:43,10/03/2026 15:53:39,Completed,4,836,whatsapp,
21600,5,Divya Kulkarni,divya.kulkarni585@example.com,23/05/2026 20:03:36,23/05/2026 20:11:58,completed,2,502,,
15755,4,Kavya Patel,kavya.patel229@example.com,18/01/2026 16:40:03,18/01/2026 17:05:52,Completed,3,1549,sms,
32382,10,Divya Bose,divya.bose368@example.com,06/01/2026 18:58:23,06/01/2026 19:16:55,completed,5,1112,sms,
15936,4,Meera Gupta,meera.gupta117@example.com,07/08/2026 22:54:23,07/08/2026 23:14:08,partial,3,1185,whatsapp,
3706,1,Vikram Reddy,vikram.reddy240@example.com,16/06/2026 04:52:47,16/06/2026 04:53:30,Partial,4,43,,
31762,10,Ananya Patel,ananya.patel997@example.com,10/07/2026 19:34:21,,abandoned,4,1470,whatsapp,
19838,5,Ananya Menon,ananya.menon15@example.com,08/08/2026 04:41:15,08/08/2026 04:59:31,Partial,1,1096,email,
23089,5,Rahul Patel,rahul.patel422@example.com,29/04/2026 11:34:37,,started,,705,kiosk,
18889,5,Vikram Khan,vikram.khan643@example.com,14/02/2026 11:16:19,14/02/2026 11:40:48,partial,2,1469,kiosk,
34241,10,Rahul Patel,rahul.patel530@example.com,17/07/2026 03:10:52,17/07/2026 03:25:08,completed,4,856,email,
23779,5,Kavya Gupta,kavya.gupta907@example.com,14/02/2026 17:37:17,14/02/2026 17:56:44,partial,N/A,1167,email,
35272,11,Divya Desai,divya.desai274@example.com,30/01/2026 02:40:07,30/01/2026 03:00:47,Partial,N/A,1240,whatsapp,
37691,12,Aditya Khan,aditya.khan151@example.com,23/03/2026 16:25:32,,abandoned,2,140,sms,
7020,3,Nisha Reddy,nisha.reddy876@example.com,25/02/2026 12:07:24,25/02/2026 12:24:16,completed,1,1012,kiosk,
10642,3,Karan Nair,karan.nair773@example.com,14/06/2026 10:53:52,14/06/2026 11:22:19,Completed,3,1707,email,
25943,5,Amit Chatterjee,amit.chatterjee764@example.com,31/07/2026 05:31:31,,abandoned,4,1032,whatsapp,
4109,1,Vikram Kulkarni,vikram.kulkarni115@example.com,08/07/2026 02:49:58,08/07/2026 03:12:47,Completed,4,1369,,
29807,7,Divya Bose,divya.bose174@example.com,14/04/2026 12:47:41,14/04/2026 13:15:13,COMPLETED,,1652,kiosk,
30478,7,Kavya Kulkarni,kavya.kulkarni627@example.com,08/06/2026 15:58:53,08/06/2026 16:04:34,Partial,1,341,kiosk,
8355,3,Meera Nair,meera.nair439@example.com,22/05/2026 14:11:25,22/05/2026 14:38:59,COMPLETED,5,1654,email,
14124,4,Sneha Khan,sneha.khan912@example.com,23/01/2026 10:43:21,23/01/2026 10:46:23,Partial,1,182,whatsapp,
21841,5,Meera Bose,meera.bose860@example.com,17/04/2026 22:31:19,17/04/2026 22:54:40,Completed,N/A,1401,email,
2991,1,Pooja Patel,pooja.patel634@example.com,14/07/2026 19:47:45,,started,4,748,kiosk,
13786,4,Sneha Desai,sneha.desai742@example.com,29/05/2026 08:38:10,29/05/2026 09:05:03,completed,5,1613,whatsapp,
20951,5,Rohit Menon,rohit.menon664@example.com,08/06/2026 11:47:13,08/06/2026 11:54:05,Partial,N/A,412,email,
2003,1,Vikram Reddy,vikram.reddy348@example.com,13/05/2026 06:14:23,,started,N/A,733,,
10294,3,Amit Menon,amit.menon81@example.com,08/08/2026 15:00:00,,started,2,935,whatsapp,
6346,3,Karan Iyer,karan.iyer609@example.com,21/02/2026 04:07:19,21/02/2026 04:27:13,Partial,2,1194,kiosk,
22649,5,Amit Fernandes,amit.fernandes221@example.com,10/02/2026 14:16:46,10/02/2026 14:40:32,completed,2,1426,sms,
27141,5,Arjun Joshi,arjun.joshi502@example.com,02/03/2026 08:09:13,02/03/2026 08:37:46,partial,2,1713,sms,
3505,1,Meera Sharma,meera.sharma112@example.com,24/02/2026 05:21:03,,abandoned,4,1336,email,
13504,4,Aditya Kulkarni,aditya.kulkarni35@example.com,21/02/2026 09:36:48,21/02/2026 09:50:34,Partial,4,826,,
3238,1,Vikram Menon,vikram.menon699@example.com,22/03/2026 12:01:39,,abandoned,4,187,whatsapp,
31015,7,Meera Chatterjee,meera.chatterjee446@example.com,22/02/2026 06:03:49,,abandoned,1,166,email,
36541,12,Karan Bose,karan.bose443@example.com,11/03/2026 17:24:51,,started,N/A,1093,email,
34538,10,Sanjay Bose,sanjay.bose115@example.com,08/06/2026 23:54:50,,abandoned,4,77,whatsapp,
31150,7,Kavya Chatterjee,kavya.chatterjee281@example.com,10/05/2026 23:17:33,10/05/2026 23:47:08,partial,1,1775,,
17935,5,Sneha Khan,sneha.khan860@example.com,16/01/2026 09:37:10,16/01/2026 10:00:17,Completed,4,1387,,
4941,3,Kavya Reddy,kavya.reddy256@example.com,17/01/2026 15:36:47,17/01/2026 15:56:54,completed,4,1207,email,
2279,1,Priya Desai,priya.desai736@example.com,23/06/2026 19:54:53,23/06/2026 20:18:45,COMPLETED,N/A,1432,sms,
19939,5,Meera Bose,meera.bose238@example.com,24/04/2026 00:29:05,24/04/2026 00:32:57,completed,3,232,sms,
30917,7,Nisha Iyer,nisha.iyer249@example.com,21/03/2026 15:19:52,21/03/2026 15:46:49,Completed,,1617,kiosk,
5120,3,Rohit Khan,rohit.khan915@example.com,26/04/2026 21:52:51,26/04/2026 22:05:48,COMPLETED,1,777,whatsapp,
15223,4,Vikram Chatterjee,vikram.chatterjee39@example.com,15/03/2026 16:21:57,15/03/2026 16:30:55,Partial,,538,whatsapp,
7370,3,Sneha Bose,sneha.bose558@example.com,11/05/2026 12:38:21,,started,3,1074,,
25613,5,Sneha Gupta,sneha.gupta192@example.com,04/06/2026 09:20:57,04/06/2026 09:36:32,partial,2,935,email,
21091,5,Ananya Iyer,ananya.iyer960@example.com,25/04/2026 09:13:06,,abandoned,2,1068,,
18129,5,Aditya Khan,aditya.khan608@example.com,04/08/2026 22:01:11,04/08/2026 22:05:51,Partial,,280,whatsapp,
24799,5,Rohit Menon,rohit.menon778@example.com,13/06/2026 18:44:52,,abandoned,,666,whatsapp,
18418,5,Nisha Patel,nisha.patel884@example.com,05/08/2026 23:20:00,,started,N/A,1080,email,
6247,3,Kavya Menon,kavya.menon35@example.com,27/07/2026 21:05:01,27/07/2026 21:14:43,Completed,4,582,sms,
6338,3,Sanjay Bose,sanjay.bose968@example.com,08/02/2026 20:16:37,08/02/2026 20:30:57,COMPLETED,1,860,,
7121,3,Ananya Rao,ananya.rao721@example.com,09/07/2026 03:47:50,09/07/2026 04:00:46,completed,,776,,
17492,5,Sneha Rao,sneha.rao627@example.com,06/03/2026 15:12:26,,started,5,1340,kiosk,
16001,4,Meera Joshi,meera.joshi155@example.com,14/04/2026 08:52:25,14/04/2026 08:54:21,partial,5,116,whatsapp,
16308,4,Aditya Khan,aditya.khan610@example.com,01/08/2026 08:53:44,01/08/2026 09:20:46,Completed,N/A,1622,sms,
7905,3,Nisha Desai,nisha.desai543@example.com,12/02/2026 09:10:29,12/02/2026 09:21:42,COMPLETED,1,673,whatsapp,
31664,10,Divya Menon,divya.menon969@example.com,27/06/2026 18:15:34,27/06/2026 18:22:06,Completed,1,392,,
28959,6,Rohit Nair,rohit.nair251@example.com,08/08/2026 21:29:33,08/08/2026 21:32:42,Partial,N/A,189,whatsapp,
12185,4,Amit Reddy,amit.reddy179@example.com,13/03/2026 20:36:51,13/03/2026 21:03:14,Completed,N/A,1583,whatsapp,
31877,10,Rohit Reddy,rohit.reddy308@example.com,10/02/2026 21:18:19,10/02/2026 21:34:40,COMPLETED,5,981,email,
25690,5,Rahul Fernandes,rahul.fernandes44@example.com,13/04/2026 13:40:16,13/04/2026 13:56:09,completed,3,953,,
10671,3,Pooja Kulkarni,pooja.kulkarni578@example.com,29/01/2026 22:42:49,29/01/2026 23:03:31,completed,1,1242,,
15224,4,Rohit Sharma,rohit.sharma801@example.com,19/01/2026 07:58:11,19/01/2026 08:10:27,COMPLETED,,736,email,
4700,3,Amit Joshi,amit.joshi720@example.com,23/03/2026 13:13:57,23/03/2026 13:25:11,COMPLETED,5,674,kiosk,
4916,3,Amit Joshi,amit.joshi586@example.com,18/06/2026 06:03:29,,started,2,1653,kiosk,
2875,1,Vikram Gupta,vikram.gupta60@example.com,18/03/2026 18:02:14,,started,2,347,whatsapp,
22573,5,Priya Reddy,priya.reddy369@example.com,19/01/2026 03:46:07,19/01/2026 04:08:53,COMPLETED,1,1366,kiosk,
3732,1,Meera Bose,meera.bose660@example.com,09/06/2026 03:18:11,09/06/2026 03:45:42,Partial,,1651,sms,
36832,12,Ananya Gupta,ananya.gupta553@example.com,25/01/2026 07:26:04,25/01/2026 07:49:19,partial,N/A,1395,email,
33307,10,Priya Gupta,priya.gupta188@example.com,05/05/2026 18:42:59,05/05/2026 19:11:24,Partial,1,1705,whatsapp,
16106,4,Amit Patel,amit.patel953@example.com,18/07/2026 17:35:18,,started,4,535,kiosk,
20189,5,Arjun Nair,arjun.nair391@example.com,14/04/2026 04:54:39,14/04/2026 05:03:29,partial,3,530,whatsapp,
18751,5,Meera Chatterjee,meera.chatterjee602@example.com,29/03/2026 12:56:14,,abandoned,4,1384,,
12394,4,Priya Bose,priya.bose332@example.com,08/02/2026 14:54:04,08/02/2026 14:58:42,completed,1,278,whatsapp,
17601,5,Meera Patel,meera.patel239@example.com,23/05/2026 23:22:21,23/05/2026 23:39:48,Completed,,1047,sms,
900006,5,Rahul Nair,rahul.nair@example.com,29/02/2023 10:00:00,29/02/2023 10:20:00,completed,4,1200,email,
15522,4,Priya Fernandes,priya.fernandes789@example.com,24/02/2026 23:29:15,,started,N/A,1112,email,
26320,5,Vikram Bose,vikram.bose548@example.com,20/04/2026 17:09:06,20/04/2026 17:20:45,Completed,2,699,,
31725,10,Vikram Bose,vikram.bose163@example.com,25/03/2026 03:34:32,25/03/2026 03:36:24,Partial,5,112,email,
21879,5,Kavya Khan,kavya.khan425@example.com,27/06/2026 20:22:48,27/06/2026 20:43:03,COMPLETED,4,1215,whatsapp,
26749,5,Pooja Rao,pooja.rao283@example.com,06/02/2026 12:03:22,06/02/2026 12:04:55,partial,N/A,93,,
38010,12,Amit Rao,amit.rao298@example.com,05/02/2026 11:19:15,,abandoned,5,1136,kiosk,
8713,3,Sanjay Nair,sanjay.nair542@example.com,02/05/2026 04:28:59,02/05/2026 04:52:18,COMPLETED,4,1399,,
11373,3,Divya Chatterjee,divya.chatterjee15@example.com,27/06/2026 23:27:31,27/06/2026 23:28:28,Completed,4,57,email,
28202,5,Divya Khan,divya.khan167@example.com,03/03/2026 06:53:15,03/03/2026 07:00:59,Completed,N/A,464,email,
10683,3,Divya Joshi,divya.joshi964@example.com,26/03/2026 23:16:43,26/03/2026 23:46:04,COMPLETED,,1761,kiosk,
21786,5,Kavya Sharma,kavya.sharma549@example.com,26/01/2026 00:43:13,26/01/2026 00:50:05,COMPLETED,1,412,whatsapp,
17064,5,Divya Bose,divya.bose906@example.com,03/01/2026 13:00:44,03/01/2026 13:28:35,COMPLETED,N/A,1671,whatsapp,
35139,10,Karan Iyer,karan.iyer198@example.com,21/06/2026 11:17:50,21/06/2026 11:46:12,partial,N/A,1702,kiosk,
27920,5,Vikram Rao,vikram.rao474@example.com,24/04/2026 09:15:46,24/04/2026 09:26:35,partial,N/A,649,email,
9958,3,Meera Menon,meera.menon480@example.com,02/05/2026 22:10:24,02/05/2026 22:17:39,Completed,2,435,kiosk,
19203,5,Pooja Fernandes,pooja.fernandes730@example.com,13/03/2026 00:50:18,13/03/2026 01:02:58,completed,1,760,sms,
28983,6,Rahul Bose,rahul.bose240@example.com,18/03/2026 12:08:34,18/03/2026 12:32:04,completed,N/A,1410,sms,
16483,5,Kavya Gupta,kavya.gupta124@example.com,03/02/2026 02:10:01,03/02/2026 02:11:01,COMPLETED,N/A,60,whatsapp,
37276,12,Amit Patel,amit.patel208@example.com,17/05/2026 11:28:14,17/05/2026 11:55:18,Completed,3,1624,,
29773,7,Kavya Fernandes,kavya.fernandes216@example.com,10/02/2026 05:42:02,10/02/2026 05:52:53,COMPLETED,1,651,,
28885,6,Karan Joshi,karan.joshi565@example.com,01/04/2026 00:47:29,01/04/2026 01:15:30,partial,2,1681,sms,
20390,5,Amit Kulkarni,amit.kulkarni691@example.com,16/02/2026 08:36:59,,started,N/A,1713,email,
31968,10,Vikram Kulkarni,vikram.kulkarni447@example.com,01/08/2026 15:55:42,01/08/2026 16:16:54,Partial,1,1272,sms,
34146,10,Sanjay Fernandes,sanjay.fernandes98@example.com,19/02/2026 14:50:52,,abandoned,3,570,sms,
9955,3,Nisha Kulkarni,nisha.kulkarni96@example.com,11/02/2026 06:34:31,,abandoned,4,1229,whatsapp,
3624,1,Ananya Fernandes,ananya.fernandes371@example.com,17/04/2026 11:03:32,,abandoned,1,793,whatsapp,
19198,5,Sanjay Fernandes,sanjay.fernandes137@example.com,19/01/2026 16:40:28,19/01/2026 16:51:25,COMPLETED,,657,email,
38512,12,Divya Joshi,divya.joshi199@example.com,22/07/2026 12:15:40,,started,N/A,545,email,
24782,5,Ananya Joshi,ananya.joshi85@example.com,30/04/2026 22:31:55,30/04/2026 22:38:06,Partial,N/A,371,sms,
25896,5,Meera Gupta,meera.gupta345@example.com,21/02/2026 00:53:02,21/02/2026 00:56:19,partial,3,197,email,
21956,5,Pooja Rao,pooja.rao636@example.com,09/05/2026 20:47:31,09/05/2026 20:55:49,Completed,4,498,kiosk,
23113,5,Amit Sharma,amit.sharma503@example.com,14/06/2026 20:17:07,,started,4,1708,kiosk,
23899,5,Sanjay Bose,sanjay.bose351@example.com,26/01/2026 08:57:56,26/01/2026 09:15:52,completed,2,1076,,
28132,5,Arjun Menon,arjun.menon594@example.com,18/03/2026 03:33:30,,started,,100,whatsapp,
29057,6,Sneha Rao,sneha.rao716@example.com,17/05/2026 03:32:12,17/05/2026 03:35:47,COMPLETED,1,215,sms,
19991,5,Sanjay Rao,sanjay.rao980@example.com,16/07/2026 21:24:23,16/07/2026 21:29:52,completed,1,329,sms,
31268,7,Rahul Patel,rahul.patel703@example.com,26/03/2026 16:28:41,26/03/2026 16:45:07,Completed,,986,,
4904,3,Kavya Desai,kavya.desai2@example.com,09/02/2026 20:39:35,09/02/2026 21:07:16,partial,1,1661,,
1247,1,Nisha Patel,nisha.patel516@example.com,26/03/2026 03:06:38,26/03/2026 03:17:35,Completed,2,657,,
13594,4,Rahul Reddy,rahul.reddy533@example.com,01/04/2026 23:41:28,02/04/2026 00:02:28,partial,,1260,,
29383,7,Rohit Reddy,rohit.reddy407@example.com,14/01/2026 19:18:09,14/01/2026 19:33:11,Partial,,902,sms,
27376,5,Sneha Fernandes,sneha.fernandes887@example.com,25/05/2026 20:53:23,,started,1,450,sms,
8339,3,Sanjay Sharma,sanjay.sharma728@example.com,13/04/2026 19:25:53,13/04/2026 19:34:45,COMPLETED,4,532,,
31634,10,Karan Gupta,karan.gupta195@example.com,31/03/2026 06:50:47,31/03/2026 07:15:20,partial,,1473,kiosk,
6845,3,Pooja Iyer,pooja.iyer412@example.com,04/08/2026 20:45:35,04/08/2026 21:05:33,partial,,1198,,
25520,5,Rahul Fernandes,rahul.fernandes164@example.com,23/04/2026 18:53:43,23/04/2026 18:56:08,COMPLETED,3,145,whatsapp,
7859,3,Arjun Nair,arjun.nair164@example.com,18/03/2026 17:48:03,18/03/2026 17:52:42,Partial,5,279,,
17384,5,Amit Fernandes,amit.fernandes940@example.com,21/02/2026 18:56:56,21/02/2026 19:08:18,completed,2,682,whatsapp,
22183,5,Rahul Patel,rahul.patel610@example.com,03/08/2026 05:29:34,03/08/2026 05:31:05,partial,3,91,,
31389,7,Aditya Kulkarni,aditya.kulkarni498@example.com,15/04/2026 00:11:28,15/04/2026 00:23:28,Completed,,720,whatsapp,
38860,12,Divya Iyer,divya.iyer482@example.com,17/02/2026 06:01:39,17/02/2026 06:20:11,Completed,1,1112,sms,
32979,10,Sneha Desai,sneha.desai691@example.com,27/02/2026 15:12:50,27/02/2026 15:23:00,Completed,5,610,sms,
29210,6,Vikram Patel,vikram.patel103@example.com,26/06/2026 01:34:09,,started,5,1483,kiosk,
26718,5,Priya Kulkarni,priya.kulkarni560@example.com,26/04/2026 20:50:49,26/04/2026 21:11:30,partial,1,1241,email,
16209,4,Sneha Nair,sneha.nair900@example.com,24/04/2026 01:11:17,24/04/2026 01:29:42,Partial,4,1105,whatsapp,
31504,7,Karan Fernandes,karan.fernandes222@example.com,05/04/2026 07:53:27,05/04/2026 08:21:31,COMPLETED,N/A,1684,whatsapp,
5826,3,Kavya Fernandes,kavya.fernandes168@example.com,31/01/2026 16:12:05,31/01/2026 16:21:09,partial,N/A,544,,
22520,5,Amit Fernandes,amit.fernandes217@example.com,11/05/2026 09:19:06,11/05/2026 09:20:54,Partial,N/A,108,whatsapp,
5459,3,Sanjay Khan,sanjay.khan103@example.com,07/02/2026 03:27:15,07/02/2026 03:28:09,partial,3,54,sms,
36422,12,Rahul Chatterjee,rahul.chatterjee655@example.com,06/01/2026 08:40:20,06/01/2026 08:49:02,COMPLETED,5,522,,
10262,3,Priya Reddy,priya.reddy395@example.com,12/03/2026 02:36:25,12/03/2026 02:50:37,completed,3,852,,
10669,3,Aditya Fernandes,aditya.fernandes596@example.com,05/07/2026 06:46:44,,started,,1139,whatsapp,
34834,10,Arjun Khan,arjun.khan853@example.com,13/04/2026 00:12:15,13/04/2026 00:32:45,Partial,,1230,kiosk,
32479,10,Rohit Patel,rohit.patel829@example.com,27/07/2026 15:41:59,27/07/2026 16:01:32,COMPLETED,2,1173,kiosk,
20692,5,Priya Bose,priya.bose877@example.com,20/04/2026 05:58:17,20/04/2026 06:19:09,Completed,N/A,1252,email,
23718,5,Sanjay Kulkarni,sanjay.kulkarni331@example.com,04/04/2026 11:59:09,04/04/2026 12:20:56,partial,4,1307,kiosk,
4795,3,Vikram Bose,vikram.bose812@example.com,24/06/2026 17:44:41,24/06/2026 17:46:48,Completed,4,127,kiosk,
26210,5,Vikram Chatterjee,vikram.chatterjee472@example.com,17/02/2026 11:30:03,17/02/2026 11:48:08,partial,2,1085,,
35632,11,Sanjay Kulkarni,sanjay.kulkarni57@example.com,02/06/2026 10:06:44,02/06/2026 10:35:10,COMPLETED,4,1706,kiosk,
3325,1,Kavya Desai,kavya.desai52@example.com,07/04/2026 05:59:11,07/04/2026 06:14:36,completed,4,925,kiosk,
12641,4,Sanjay Patel,sanjay.patel167@example.com,16/03/2026 05:12:26,,abandoned,1,185,kiosk,
29208,6,Ananya Desai,ananya.desai754@example.com,01/04/2026 19:16:00,01/04/2026 19:24:27,partial,3,507,email,
20693,5,Rahul Gupta,rahul.gupta992@example.com,06/06/2026 08:05:51,06/06/2026 08:23:45,Partial,N/A,1074,whatsapp,
25837,5,Amit Desai,amit.desai470@example.com,24/02/2026 02:54:37,24/02/2026 02:57:23,Partial,5,166,whatsapp,
14059,4,Rohit Reddy,rohit.reddy151@example.com,08/05/2026 18:25:11,08/05/2026 18:43:21,partial,1,1090,whatsapp,
2713,1,Karan Bose,karan.bose319@example.com,08/01/2026 12:38:11,08/01/2026 12:59:48,Partial,N/A,1297,email,
36293,12,Ananya Fernandes,ananya.fernandes542@example.com,04/01/2026 12:26:34,04/01/2026 12:43:45,COMPLETED,4,1031,email,
21230,5,Sneha Patel,sneha.patel947@example.com,11/06/2026 15:10:17,,started,3,943,sms,
18301,5,Rahul Rao,rahul.rao2@example.com,21/04/2026 11:38:43,,started,5,1115,email,
30752,7,Nisha Gupta,nisha.gupta488@example.com,11/05/2026 15:08:52,,started,,521,sms,
36490,12,Ananya Kulkarni,ananya.kulkarni959@example.com,10/03/2026 20:27:54,,started,5,1138,,
23658,5,Rahul Iyer,rahul.iyer396@example.com,17/03/2026 23:23:49,,started,4,1188,,
26807,5,Priya Gupta,priya.gupta844@example.com,05/07/2026 02:25:25,,started,2,1677,,
26837,5,Vikram Rao,vikram.rao70@example.com,24/04/2026 22:41:34,24/04/2026 22:56:34,Partial,N/A,900,,
7946,3,Aditya Nair,aditya.nair900@example.com,29/01/2026 00:27:25,29/01/2026 00:52:11,COMPLETED,2,1486,email,
14588,4,Divya Khan,divya.khan860@example.com,19/06/2026 12:53:52,19/06/2026 13:03:45,completed,4,593,,
30121,7,Meera Bose,meera.bose348@example.com,01/03/2026 00:29:52,01/03/2026 00:55:40,Completed,4,1548,sms,
9156,3,Sneha Patel,sneha.patel332@example.com,27/01/2026 16:17:40,27/01/2026 16:35:15,Partial,3,1055,kiosk,
11486,3,Karan Patel,karan.patel903@example.com,28/03/2026 18:11:08,,started,5,1608,,
25709,5,Sneha Kulkarni,sneha.kulkarni363@example.com,07/07/2026 08:19:47,07/07/2026 08:21:17,partial,2,90,whatsapp,
9550,3,Amit Kulkarni,amit.kulkarni602@example.com,14/06/2026 21:11:11,,abandoned,1,888,,
27785,5,Pooja Desai,pooja.desai883@example.com,31/03/2026 17:27:36,31/03/2026 17:28:19,Completed,1,43,kiosk,
23236,5,Amit Nair,amit.nair193@example.com,04/05/2026 19:38:31,04/05/2026 20:02:00,Partial,5,1409,kiosk,
26435,5,Amit Sharma,amit.sharma476@example.com,21/02/2026 18:30:28,,abandoned,4,1062,email,
26884,5,Sneha Menon,sneha.menon710@example.com,11/01/2026 11:54:22,11/01/2026 12:03:27,Partial,1,545,whatsapp,
6227,3,Arjun Iyer,arjun.iyer729@example.com,11/05/2026 00:41:51,11/05/2026 00:48:38,COMPLETED,1,407,email,
6166,3,Nisha Sharma,nisha.sharma375@example.com,03/04/2026 20:32:58,03/04/2026 20:45:19,partial,5,741,,
24168,5,Aditya Menon,aditya.menon59@example.com,05/03/2026 04:02:07,05/03/2026 04:14:40,Partial,1,753,email,
29823,7,Priya Iyer,priya.iyer547@example.com,09/02/2026 23:51:50,10/02/2026 00:12:49,completed,5,1259,,
38376,12,Meera Desai,meera.desai225@example.com,05/01/2026 23:45:06,05/01/2026 23:57:09,Partial,4,723,sms,
26444,5,Nisha Iyer,nisha.iyer856@example.com,25/02/2026 15:44:09,25/02/2026 15:46:44,completed,,155,kiosk,
37802,12,Amit Gupta,amit.gupta238@example.com,30/05/2026 16:20:52,,started,N/A,136,email,
32923,10,Sneha Menon,sneha.menon918@example.com,19/03/2026 04:52:19,,abandoned,,1261,email,
6205,3,Ananya Bose,ananya.bose990@example.com,14/04/2026 18:01:53,14/04/2026 18:09:32,Completed,,459,email,
7571,3,Arjun Patel,arjun.patel552@example.com,10/03/2026 18:23:36,10/03/2026 18:31:36,Partial,1,480,email,
25132,5,Rohit Sharma,rohit.sharma992@example.com,29/04/2026 14:14:01,29/04/2026 14:21:06,Partial,N/A,425,sms,
33051,10,Sneha Iyer,sneha.iyer325@example.com,12/04/2026 04:28:07,12/04/2026 04:29:12,completed,2,65,sms,
12144,4,Pooja Gupta,pooja.gupta564@example.com,03/03/2026 14:57:28,03/03/2026 15:22:36,completed,1,1508,,
17791,5,Karan Sharma,karan.sharma120@example.com,23/02/2026 14:38:32,,abandoned,1,1564,,
6730,3,Kavya Nair,kavya.nair587@example.com,10/04/2026 22:01:01,10/04/2026 22:25:30,partial,3,1469,kiosk,
36513,12,Karan Khan,karan.khan893@example.com,28/04/2026 16:54:46,28/04/2026 16:55:40,Partial,2,54,email,
22525,5,Rohit Menon,rohit.menon626@example.com,19/07/2026 00:52:43,19/07/2026 00:59:25,Partial,5,402,sms,
12192,4,Pooja Rao,pooja.rao860@example.com,06/01/2026 19:29:15,,abandoned,3,861,email,
14817,4,Ananya Nair,ananya.nair339@example.com,09/01/2026 06:47:30,09/01/2026 07:09:17,Completed,1,1307,whatsapp,
11781,4,Rohit Bose,rohit.bose566@example.com,20/05/2026 22:07:06,20/05/2026 22:11:55,Partial,2,289,kiosk,
4357,3,Nisha Patel,nisha.patel673@example.com,18/05/2026 03:24:37,18/05/2026 03:51:24,completed,4,1607,email,
10072,3,Arjun Desai,arjun.desai2@example.com,10/04/2026 00:21:21,,abandoned,N/A,811,email,
29561,7,Ananya Gupta,ananya.gupta244@example.com,30/01/2026 08:42:36,30/01/2026 08:53:15,COMPLETED,3,639,sms,
13162,4,Vikram Rao,vikram.rao296@example.com,22/01/2026 14:33:37,,started,,122,kiosk,
5699,3,Meera Fernandes,meera.fernandes578@example.com,25/01/2026 02:35:52,25/01/2026 02:51:03,Completed,4,911,kiosk,
22797,5,Vikram Khan,vikram.khan315@example.com,10/05/2026 13:13:52,,started,5,621,kiosk,
27330,5,Vikram Joshi,vikram.joshi226@example.com,09/01/2026 08:00:42,09/01/2026 08:10:02,partial,3,560,,
18329,5,Ananya Nair,ananya.nair746@example.com,16/03/2026 23:31:45,,started,,668,kiosk,
25822,5,Sanjay Joshi,sanjay.joshi887@example.com,18/06/2026 15:58:53,,started,N/A,1658,sms,
31424,7,Aditya Patel,aditya.patel304@example.com,20/05/2026 14:00:43,,abandoned,1,510,sms,
9687,3,Sanjay Reddy,sanjay.reddy907@example.com,25/03/2026 00:54:42,25/03/2026 01:06:18,Completed,1,696,,
5522,3,Pooja Chatterjee,pooja.chatterjee405@example.com,16/01/2026 17:36:54,16/01/2026 17:38:41,Partial,3,107,email,
12978,4,Priya Khan,priya.khan339@example.com,06/02/2026 19:22:05,06/02/2026 19:34:15,Partial,2,730,whatsapp,
2982,1,Aditya Fernandes,aditya.fernandes21@example.com,01/01/2026 11:47:53,,abandoned,3,1696,sms,
8559,3,Vikram Patel,vikram.patel27@example.com,25/07/2026 03:57:08,25/07/2026 04:08:58,COMPLETED,5,710,,
10004,3,Arjun Joshi,arjun.joshi735@example.com,08/02/2026 01:34:31,08/02/2026 01:39:21,partial,,290,sms,
